gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,target,average score,score variance,strongest subject,weakest subject,parent_education_level,is_test_prepared,is_lunch_free,study_hours_per_week,attendance_rate,internet_access,school_support,past_failures,risk_factor,final_prediction_score
female,group B,some high school,standard,none,82,82,80,81.33333333333333,Pass,81.33333333333333,1.3333333333333335,math score,writing score,1,0,0,2.4479754453574074,81.13009312686167,1,0,0,2.377398137462767,0.7369405855931822
male,group A,high school,standard,none,68,70,66,68.0,Pass,68.0,4.0,reading score,writing score,2,0,0,8.64548187276544,82.65730581223657,1,0,1,2.8468538837552684,0.6174641611155114
male,group B,bachelor's degree,free/reduced,none,55,59,54,56.0,Fail,56.0,7.0,reading score,writing score,5,0,1,13.132942602163062,86.41734780024633,1,1,0,0.0,0.692
male,group C,master's degree,standard,none,79,78,77,78.0,Pass,78.0,1.0,math score,writing score,6,0,0,9.914146292667521,84.6624154982804,1,0,3,2.806751690034392,0.6896973754574645
female,group C,bachelor's degree,standard,none,86,92,87,88.33333333333333,Pass,88.33333333333333,10.333333333333332,reading score,math score,5,0,0,11.871367245894586,87.20440084779602,1,0,0,0.25591198304407947,0.9040820852647218
male,group D,some college,standard,none,76,71,73,73.33333333333333,Pass,73.33333333333333,6.333333333333333,math score,reading score,3,0,0,5.269332390518233,81.87303752429261,1,0,0,1.3625392495141477,0.737456132832327
male,group A,some high school,standard,none,64,50,43,52.333333333333336,Fail,52.333333333333336,114.33333333333334,math score,writing score,1,0,0,3.950435067738108,81.37513361862115,1,0,0,2.372497327627577,0.534213502304106
male,group D,some high school,free/reduced,none,62,49,52,54.333333333333336,Fail,54.333333333333336,46.333333333333336,math score,reading score,1,0,1,3.690472675015962,81.47094024960462,1,0,0,2.3705811950079076,0.5483202080588364
female,group B,some high school,standard,completed,54,61,62,59.0,Fail,59.0,19.0,writing score,math score,1,1,0,10.496648573826576,90.67715352322263,1,1,3,3.686456929535547,0.5077082759777862
female,group B,master's degree,free/reduced,completed,77,97,94,89.33333333333333,Pass,89.33333333333333,116.33333333333334,reading score,math score,6,1,1,19.472961021332335,97.33239638522271,1,1,0,0.0,0.9253333333333333
female,group C,some high school,standard,completed,76,87,85,82.66666666666667,Pass,82.66666666666667,34.333333333333336,reading score,math score,1,1,0,15.277788221619227,90.54028551877799,1,0,1,2.18919428962444,0.756754630658366
female,group D,some college,standard,none,74,89,84,82.33333333333333,Pass,82.33333333333333,58.33333333333334,reading score,math score,3,0,0,8.856067621156527,82.71626847541746,0,0,0,1.3456746304916507,0.80139529115705
female,group E,some college,standard,completed,66,74,73,71.0,Pass,71.0,19.0,reading score,math score,3,1,0,13.27180666448753,93.04884989759302,1,0,2,2.1390230020481398,0.6778819068804477
female,group D,some high school,standard,completed,66,78,78,74.0,Pass,74.0,48.0,reading score,math score,1,1,0,12.956771568118654,91.08064522590963,1,0,0,1.1783870954818072,0.7523778801648803
female,group B,high school,free/reduced,completed,67,78,79,74.66666666666667,Pass,74.66666666666667,44.33333333333333,writing score,math score,2,1,1,17.505460378817453,92.87187449649711,1,0,0,0.6425625100700577,0.7868835914793639
male,group D,some college,standard,none,71,49,52,57.333333333333336,Fail,57.333333333333336,142.33333333333331,math score,reading score,3,0,0,8.506761962196542,83.51675206188258,1,0,0,1.3296649587623484,0.6272868391048928
female,group C,associate's degree,standard,none,91,86,84,87.0,Pass,87.0,13.0,math score,writing score,4,0,0,12.149454409540642,83.92511180487695,1,0,1,1.821497763902461,0.8075642790891753
male,group D,bachelor's degree,standard,none,69,58,57,61.333333333333336,Pass,61.333333333333336,44.333333333333336,math score,writing score,5,0,0,9.301271418349724,86.54837518132945,0,0,0,0.269032496373411,0.7143514290132262
male,group C,master's degree,free/reduced,none,54,59,50,54.333333333333336,Fail,54.333333333333336,20.333333333333336,reading score,writing score,6,0,1,7.808152603657163,88.70319692572644,1,0,0,0.0,0.6803333333333332
male,group C,high school,standard,completed,53,52,49,51.333333333333336,Fail,51.333333333333336,4.333333333333333,math score,writing score,2,1,0,14.023076412821165,91.04413229736458,0,1,0,0.17911735405270834,0.649358631032821
male,group E,some college,standard,none,68,60,59,62.333333333333336,Pass,62.333333333333336,24.333333333333336,math score,writing score,3,0,0,8.61581081676549,84.44756381676811,0,0,1,2.311048723664638,0.607635457337743
male,group C,some high school,free/reduced,completed,56,61,60,59.0,Fail,59.0,7.0,reading score,math score,1,1,1,11.60730276765282,90.58613213906368,1,0,0,1.1882773572187264,0.6468271104361643
female,group C,high school,free/reduced,none,36,53,43,44.0,Fail,44.0,73.0,reading score,math score,2,0,1,7.15009412148786,82.62877355853752,1,0,0,1.8474245288292497,0.5051204672199804
female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0,Fail,39.0,84.0,writing score,math score,5,0,1,10.334420010363857,83.90167376275706,1,0,0,0.3219665247448589,0.5550703010490237
female,group C,associate's degree,standard,none,62,74,70,68.66666666666667,Pass,68.66666666666667,37.333333333333336,reading score,math score,4,0,0,4.629876698096062,82.5287186310155,1,1,2,2.34942562737969,0.6498316544242981
female,group C,associate's degree,standard,completed,68,67,73,69.33333333333333,Pass,69.33333333333333,10.333333333333332,writing score,reading score,4,1,0,20.032589488188613,93.75942255885533,0,0,2,1.6248115488228934,0.6948506909358049
female,group C,some high school,standard,none,47,54,53,51.333333333333336,Fail,51.333333333333336,14.333333333333336,reading score,math score,1,0,0,1.6893991872370355,81.14395657944762,1,0,0,2.3771208684110476,0.5269560261754902
male,group E,associate's degree,standard,completed,62,61,58,60.333333333333336,Pass,60.333333333333336,4.333333333333333,math score,writing score,4,1,0,19.069688477417177,93.5238073800939,1,0,0,0.0,0.7223333333333333
female,group E,associate's degree,standard,completed,79,88,94,87.0,Pass,87.0,57.0,writing score,math score,4,1,0,14.364075916391656,92.2182616331308,1,1,0,0.0,0.909
male,group B,high school,standard,completed,73,69,68,70.0,Pass,70.0,7.0,math score,writing score,2,1,0,12.812924468922354,92.19892227931743,1,0,0,0.6560215544136514,0.753467416417563
female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,Pass,77.33333333333333,96.33333333333334,reading score,math score,5,1,1,15.312949760227934,97.01201638055338,1,0,0,0.0,0.8413333333333333
male,group C,associate's degree,standard,completed,51,60,58,56.333333333333336,Fail,56.333333333333336,22.333333333333336,reading score,math score,4,1,0,18.282190201916237,93.532861463789,1,0,1,0.62934277072422,0.6592864401042919
female,group D,high school,standard,none,51,66,62,59.66666666666666,Fail,59.666666666666664,60.333333333333336,reading score,math score,2,0,0,5.385753604280502,81.43266555526165,0,0,0,1.871346688894767,0.6134549546218253
male,group E,bachelor's degree,standard,completed,85,66,71,74.0,Pass,74.0,97.0,math score,reading score,5,1,0,17.342076152706774,94.71288672966408,1,0,2,1.1057422654067186,0.7564233315813693
male,group A,associate's degree,standard,completed,97,92,86,91.66666666666669,Pass,91.66666666666667,30.333333333333332,math score,writing score,4,1,0,11.156625945390253,92.19345084419513,1,0,0,0.0,0.9416666666666667
male,group C,high school,standard,completed,75,69,68,70.66666666666667,Pass,70.66666666666667,14.333333333333332,math score,writing score,2,1,0,15.934289464330476,92.64097516896055,0,0,1,1.647180496620789,0.7029383404199114
male,group D,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,Pass,80.33333333333333,2.3333333333333335,reading score,math score,4,1,1,18.026584573348917,95.30536324380074,0,1,0,0.0,0.8623333333333332
female,group C,associate's degree,standard,none,81,77,79,79.0,Pass,79.0,4.0,math score,reading score,4,0,0,11.10550137867137,84.35200185371852,1,0,0,0.8129599629256297,0.8077278171045756
female,group D,associate's degree,standard,none,82,95,89,88.66666666666667,Pass,88.66666666666667,42.333333333333336,reading score,math score,4,0,0,6.777324698371637,83.41241155575356,1,0,0,0.8317517688849287,0.8743480040980454
female,group D,master's degree,standard,none,64,63,66,64.33333333333333,Pass,64.33333333333333,2.3333333333333335,writing score,reading score,6,0,0,11.620080305260181,87.7987001866747,0,0,0,0.0,0.7503333333333333
male,group E,some high school,free/reduced,completed,78,83,80,80.33333333333333,Pass,80.33333333333333,6.333333333333333,reading score,math score,1,1,1,12.573556442457253,91.05468702478836,1,1,0,0.6789062595042328,0.8245263443661094
female,group A,some high school,standard,completed,92,100,97,96.33333333333331,Pass,96.33333333333333,16.333333333333332,reading score,math score,1,1,0,12.777334034012698,91.32593230855002,1,0,1,2.1734813538289997,0.8532963206171948
male,group C,high school,standard,completed,72,67,64,67.66666666666667,Pass,67.66666666666667,16.333333333333332,math score,writing score,2,1,0,14.330927123562539,92.26291758516604,1,1,2,2.154741648296679,0.653673232250759
female,group C,high school,free/reduced,none,62,67,64,64.33333333333333,Pass,64.33333333333333,6.333333333333333,reading score,math score,2,0,1,6.7874635738140885,82.5688109464256,1,0,0,1.848623781071488,0.6473870164934284
male,group C,master's degree,standard,none,79,72,69,73.33333333333333,Pass,73.33333333333333,26.333333333333332,math score,writing score,6,0,0,16.769242444522845,86.59137795930656,1,0,0,0.0,0.8133333333333332
male,group C,some high school,free/reduced,none,79,76,65,73.33333333333333,Pass,73.33333333333333,54.333333333333336,math score,writing score,1,0,1,1.8639396495220653,80.91414106821567,1,0,0,2.3817171786356868,0.6807000664645284
male,group B,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,Pass,88.33333333333333,2.3333333333333335,reading score,math score,5,1,1,16.79953676863438,97.2897292996307,1,0,0,0.0,0.9183333333333332
female,group B,associate's degree,standard,none,40,48,50,46.0,Fail,46.0,28.0,writing score,math score,4,0,0,8.115000001858661,84.16445529951538,1,1,0,0.3167108940096923,0.6043629770561139
male,group D,some college,free/reduced,none,77,62,64,67.66666666666667,Pass,67.66666666666667,66.33333333333334,math score,reading score,3,0,1,5.649293646311113,83.31526855562161,1,1,1,1.8336946288875677,0.6715517257111433
male,group E,associate's degree,standard,none,53,45,40,46.0,Fail,46.0,43.0,math score,writing score,4,0,0,6.67874948432058,82.881950557659,0,0,3,3.84236098884682,0.4080262775902165
female,group C,some college,free/reduced,none,32,39,33,34.666666666666664,Fail,34.666666666666664,14.333333333333336,reading score,math score,3,0,1,7.585677346346702,83.37695236828183,1,0,2,3.3324609526343636,0.3570883004251248
female,group C,associate's degree,standard,completed,55,72,79,68.66666666666667,Pass,68.66666666666667,152.33333333333334,writing score,math score,4,1,0,16.216209065304632,94.28643059793177,1,1,0,0.0,0.7806666666666666
male,group C,master's degree,free/reduced,none,61,67,66,64.66666666666667,Pass,64.66666666666667,10.333333333333332,reading score,math score,6,0,1,8.593838654556126,84.10903038768215,1,0,2,1.8178193922463568,0.6514357872264762
female,group B,associate's degree,free/reduced,none,53,70,70,64.33333333333333,Pass,64.33333333333333,96.33333333333334,reading score,math score,4,0,1,11.313198310762129,82.23834838941258,1,0,1,1.8552330322117485,0.6470189599591966
male,group D,some high school,standard,none,73,66,62,67.0,Pass,67.0,31.0,math score,writing score,1,0,0,4.288708339016545,81.10435931971477,1,0,0,2.3779128136057044,0.6365785909314471
female,group D,some college,standard,completed,74,75,79,76.0,Pass,76.0,7.0,writing score,math score,3,1,0,16.033602819977634,93.79107680805096,1,0,0,0.1241784638389808,0.8250847392455101
female,group C,some college,standard,none,63,74,74,70.33333333333333,Pass,70.33333333333333,40.33333333333333,reading score,math score,3,0,0,5.464869642681624,83.07020411276602,1,0,1,2.3385959177446796,0.6621014068733643
male,group C,bachelor's degree,standard,completed,96,90,92,92.66666666666669,Pass,92.66666666666667,9.333333333333332,math score,reading score,5,1,0,14.256224130121444,93.63386312659823,1,0,0,0.0,0.9486666666666668
female,group D,some college,free/reduced,completed,63,80,80,74.33333333333333,Pass,74.33333333333333,96.33333333333334,reading score,math score,3,1,1,17.42940478588021,93.4995659300791,1,0,0,0.13000868139841798,0.8130933989322826
male,group B,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,Fail,48.333333333333336,6.333333333333333,reading score,writing score,5,0,1,10.446763420368061,82.90052863304801,1,0,0,0.3419894273390398,0.6192885972960547
male,group B,associate's degree,standard,none,48,43,45,45.333333333333336,Fail,45.333333333333336,6.333333333333333,math score,reading score,4,0,0,7.029244046603353,83.76733481920782,1,0,0,0.8246533036158437,0.571409970696559
female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333331,Pass,97.33333333333333,21.333333333333332,reading score,math score,5,1,1,14.595412327916243,93.3168337919921,1,0,0,0.0,0.9813333333333332
female,group D,master's degree,free/reduced,completed,61,71,78,70.0,Pass,70.0,73.0,writing score,math score,6,1,1,21.18278127310115,94.1067543063593,0,1,2,0.11786491387281384,0.7834363287478505
male,group B,high school,free/reduced,none,63,48,47,52.66666666666666,Fail,52.666666666666664,80.33333333333334,math score,writing score,2,0,1,4.295905259770123,81.40458789831641,1,0,1,2.8719082420336717,0.5087355985679058
male,group D,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,Pass,67.66666666666667,0.3333333333333333,math score,writing score,5,0,1,7.94274773667685,84.43353528521989,1,0,1,1.3113292942956023,0.7006412504655627
male,group B,some college,standard,completed,71,75,70,72.0,Pass,72.0,7.0,reading score,writing score,3,1,0,17.766471772771872,91.65345061686119,1,1,0,0.0,0.804
male,group A,bachelor's degree,standard,none,91,96,92,93.0,Pass,93.0,7.0,reading score,math score,5,0,0,4.915685027443333,84.48896720464549,1,1,1,0.8102206559070901,0.9058803638645708
female,group C,some college,standard,none,53,62,56,57.0,Fail,57.0,21.0,reading score,math score,3,0,0,6.640660250243156,83.0351223413441,1,0,0,1.339297553173118,0.624417085042607
female,group C,high school,free/reduced,completed,50,66,64,60.0,Pass,60.0,76.0,reading score,math score,2,1,1,13.155012520717122,91.96658856993265,1,0,0,0.660668228601347,0.6832086520339842
female,group E,high school,standard,none,74,81,71,75.33333333333333,Pass,75.33333333333333,26.333333333333332,reading score,writing score,2,0,0,8.087223073463502,81.76556820080609,1,1,0,1.3646886359838784,0.7513364376175462
male,group A,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,Fail,49.333333333333336,66.33333333333333,reading score,math score,4,1,1,12.3944793916151,95.35658643228301,1,1,0,0.0,0.6453333333333333
male,group A,some college,standard,completed,61,51,52,54.66666666666666,Fail,54.666666666666664,30.333333333333336,math score,reading score,3,1,0,16.012708631111305,91.93598007726152,1,1,0,0.0,0.6826666666666665
female,group B,high school,standard,none,81,91,89,87.0,Pass,87.0,28.0,reading score,math score,2,0,0,7.161598127922979,82.01139348756274,1,1,0,1.359772130248745,0.8332768950697349
female,group B,some college,free/reduced,completed,48,56,58,54.0,Fail,54.0,28.0,writing score,math score,3,1,1,12.72157654773338,91.68612425086967,1,0,0,0.16627751498260665,0.6687403237391927
female,group D,master's degree,standard,none,53,61,68,60.66666666666666,Pass,60.666666666666664,56.333333333333336,writing score,math score,6,0,0,10.32786317315199,83.42693407326746,1,0,0,0.0,0.7246666666666666
female,group D,some high school,standard,none,81,97,96,91.33333333333331,Pass,91.33333333333333,80.33333333333334,reading score,math score,1,0,0,3.9723900712223346,81.07386584967709,1,0,3,5.378522683006459,0.6398137090999664
female,group E,some high school,standard,none,77,79,80,78.66666666666667,Pass,78.66666666666667,2.3333333333333335,writing score,math score,1,0,0,4.463477870382286,81.06601842488782,0,0,0,2.378679631502244,0.718202554978498
female,group D,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,Pass,71.33333333333333,58.33333333333334,writing score,math score,5,0,1,6.907324799536462,86.89016756422228,1,0,1,1.2621966487155545,0.7290440200379998
female,group D,associate's degree,standard,completed,73,75,80,76.0,Pass,76.0,13.0,writing score,math score,4,1,0,23.888314297723362,94.23149470264029,1,0,0,0.0,0.8319999999999999
female,group D,some college,standard,none,69,77,77,74.33333333333333,Pass,74.33333333333333,21.333333333333332,reading score,math score,3,0,0,8.239693984306744,84.37937306121455,1,0,0,1.312412538775709,0.7472475933223736
female,group C,associate's degree,standard,none,65,76,76,72.33333333333333,Pass,72.33333333333333,40.33333333333333,reading score,math score,4,0,0,8.760533927030075,82.19477939359972,1,1,3,3.3561044121280057,0.6194383081278929
female,group A,high school,standard,none,55,73,73,67.0,Pass,67.0,108.0,reading score,math score,2,0,0,3.8571943606784576,81.19601536956148,1,0,0,1.8760796926087704,0.6645247160456468
female,group C,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,Fail,56.333333333333336,114.33333333333334,reading score,math score,5,0,1,8.379449764896037,82.72032930785191,1,0,0,0.3455934138429617,0.675087898192041
female,group C,some college,standard,none,54,64,65,61.0,Pass,61.0,37.0,writing score,math score,3,0,0,4.458576104629274,82.05583055100062,0,0,1,2.3588833889799874,0.5956383031329555
female,group A,some high school,standard,none,48,66,65,59.66666666666666,Fail,59.666666666666664,102.33333333333334,reading score,math score,1,0,0,3.4795473669078323,81.04127011094168,1,0,0,2.3791745977811662,0.5851749912546637
male,group C,some college,free/reduced,none,58,57,54,56.333333333333336,Fail,56.333333333333336,4.333333333333333,math score,writing score,3,0,1,6.129229616705729,83.43671654428229,1,1,1,1.8312656691143543,0.5923536564942651
male,group A,some high school,standard,none,71,62,50,61.0,Pass,61.0,111.0,math score,writing score,1,0,0,1.5820231031659064,80.54558515794866,1,0,0,2.3890882968410265,0.593956249679667
male,group E,bachelor's degree,standard,none,68,68,64,66.66666666666667,Pass,66.66666666666667,5.333333333333334,math score,writing score,5,0,0,10.548576129082596,87.229854449228,1,1,0,0.0,0.7666666666666666
female,group E,high school,standard,none,74,76,73,74.33333333333333,Pass,74.33333333333333,2.3333333333333335,reading score,writing score,2,0,0,5.961957575894591,82.68433075330076,1,0,0,1.846313384933985,0.7175156780281509
female,group C,bachelor's degree,standard,completed,92,100,99,97.0,Pass,97.0,19.0,reading score,math score,5,1,0,16.516179681866486,93.98306241078546,0,0,0,0.0,0.9789999999999999
female,group C,bachelor's degree,standard,completed,56,79,72,69.0,Pass,69.0,139.0,reading score,math score,5,1,0,13.708751106531057,92.88593765113234,1,0,2,1.1422812469773533,0.7193885456977874
male,group B,high school,free/reduced,none,30,24,15,23.0,Fail,23.0,57.0,math score,writing score,2,0,1,5.012453966239901,81.33977414643812,1,0,1,2.8732045170712377,0.30099674482775507
male,group A,some high school,standard,none,53,54,48,51.66666666666666,Fail,51.666666666666664,10.333333333333332,reading score,writing score,1,0,0,4.740031427135322,80.62694441375497,1,1,0,1.8874611117249005,0.5565575732858558
female,group D,high school,standard,none,69,77,73,73.0,Pass,73.0,16.0,reading score,math score,2,0,0,6.220872664102269,81.24656755859789,1,0,0,1.8750686488280421,0.7065810191368737
female,group D,some high school,standard,none,65,82,81,76.0,Pass,76.0,91.0,reading score,math score,1,0,0,2.6440960818792276,81.01856168866573,1,1,1,2.8796287662266855,0.6716389906996372
female,group D,master's degree,standard,none,54,60,63,59.0,Fail,59.0,21.0,writing score,math score,6,0,0,8.574757970643606,84.4750846549604,1,0,0,0.0,0.713
female,group C,high school,standard,none,29,29,30,29.33333333333333,Fail,29.333333333333332,0.33333333333333337,writing score,math score,2,0,0,6.994587865114321,81.71627943305829,1,1,0,1.3656744113388342,0.4292815416765422
female,group E,some college,standard,none,76,78,80,78.0,Pass,78.0,4.0,writing score,math score,3,0,0,4.895691342487567,84.46851600015297,1,0,0,1.3106296799969406,0.7730135439788921
male,group D,high school,free/reduced,none,60,57,51,56.0,Fail,56.0,21.0,math score,writing score,2,0,1,3.0111413342593853,82.3686284978507,1,1,0,1.3526274300429861,0.61667476973663
male,group D,master's degree,free/reduced,completed,84,89,90,87.66666666666667,Pass,87.66666666666667,10.333333333333332,writing score,math score,6,1,1,19.75429385018808,98.693884002282,1,0,1,0.0,0.9136666666666666
male,group C,some high school,standard,none,75,72,62,69.66666666666667,Pass,69.66666666666667,46.33333333333333,math score,writing score,1,0,0,2.8388103382147944,80.64255655503311,1,0,3,5.387148868899338,0.4876666666666667
female,group C,associate's degree,standard,none,85,84,82,83.66666666666667,Pass,83.66666666666667,2.3333333333333335,math score,writing score,4,0,0,7.640595967451379,83.52855789933028,1,0,0,0.8294288420133944,0.8394773634453401
female,group C,master's degree,free/reduced,none,40,58,54,50.66666666666666,Fail,50.666666666666664,89.33333333333333,reading score,math score,6,0,1,13.668469318309612,86.32839081969412,1,1,0,0.0,0.6546666666666665
female,group E,some college,standard,none,61,64,62,62.333333333333336,Pass,62.333333333333336,2.333333333333333,reading score,math score,3,0,0,7.881685106561176,81.73027418566622,1,0,0,1.3653945162866756,0.6602971284957839
female,group B,associate's degree,standard,none,58,63,65,62.0,Pass,62.0,13.0,writing score,math score,4,0,0,8.770168037026147,82.01674977451184,1,0,0,0.8596650045097634,0.6861269028146197
male,group D,some college,free/reduced,completed,69,60,63,64.0,Pass,64.0,21.0,math score,reading score,3,1,1,18.022536400674305,93.51130300139076,1,1,0,0.0,0.748
female,group C,some college,standard,none,58,59,66,61.0,Pass,61.0,19.0,writing score,math score,3,0,0,3.0175281165301975,83.4254585504043,0,0,1,2.331490828991914,0.5971637423209951
male,group C,bachelor's degree,standard,completed,94,90,91,91.66666666666669,Pass,91.66666666666667,4.333333333333333,math score,reading score,5,1,0,22.066220161560018,94.55394404999805,0,0,0,0.0,0.9416666666666667
female,group C,associate's degree,standard,none,65,77,74,72.0,Pass,72.0,39.0,reading score,math score,4,0,0,7.837804290744938,83.95857630412813,1,0,0,0.8208284739174374,0.7582896348016566
female,group A,associate's degree,standard,none,82,93,93,89.33333333333333,Pass,89.33333333333333,40.33333333333333,reading score,math score,4,0,0,8.237834562380659,83.66177200236835,1,0,0,0.826764559952633,0.8792923988758332
female,group C,high school,standard,none,60,68,72,66.66666666666667,Pass,66.66666666666667,37.33333333333333,writing score,math score,2,0,0,8.861448056562942,81.04801008968978,1,1,0,1.3790397982062044,0.6898705822201665
female,group E,bachelor's degree,standard,none,37,45,38,40.0,Fail,40.0,19.0,reading score,math score,5,0,0,9.512708472135719,84.1768580310873,1,1,0,0.0,0.58
male,group D,bachelor's degree,standard,none,88,78,83,83.0,Pass,83.0,25.0,math score,reading score,5,0,0,7.7025179311756,83.38541127698645,1,0,1,1.3322917744602711,0.8068072234377026
male,group D,master's degree,standard,none,95,81,84,86.66666666666667,Pass,86.66666666666667,54.33333333333334,math score,reading score,6,0,0,10.17820761599861,83.5905451346082,0,1,0,0.0,0.9066666666666667
male,group C,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,Pass,68.66666666666667,16.333333333333332,reading score,math score,4,1,1,22.20048178909854,95.8268817355574,1,0,1,0.5834623652888522,0.7481747653202653
female,group C,high school,free/reduced,none,35,61,54,50.0,Fail,50.0,181.0,reading score,math score,2,0,1,5.817776950362488,82.19871945008433,1,0,0,1.8560256109983135,0.5466414894316338
male,group B,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,Pass,60.333333333333336,14.333333333333334,reading score,writing score,5,0,1,6.693361741582102,86.14328142118302,1,0,0,0.2771343715763397,0.7069002511044606
male,group C,high school,free/reduced,completed,58,51,52,53.66666666666666,Fail,53.666666666666664,14.333333333333336,math score,reading score,2,1,1,19.767104555454633,91.63072748653224,1,0,0,0.6673854502693553,0.6385012494945748
male,group A,some college,standard,completed,100,96,86,94.0,Pass,94.0,52.0,math score,writing score,3,1,0,19.59908310920497,92.67944138848205,1,0,0,0.14641117223035907,0.9498466423078294
female,group E,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,Pass,60.333333333333336,4.333333333333333,writing score,reading score,5,0,1,14.593007236503361,83.68461996948362,1,1,0,0.0,0.7223333333333333
male,group D,some college,standard,completed,100,97,99,98.66666666666669,Pass,98.66666666666667,2.3333333333333335,math score,reading score,3,1,0,16.23655283553603,91.79089701289628,1,1,0,0.0,0.9906666666666666
male,group B,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,Pass,67.33333333333333,14.333333333333332,reading score,writing score,4,1,1,16.529516538290526,92.71612654976633,1,0,1,0.6456774690046734,0.7353767920504899
male,group D,associate's degree,standard,none,61,48,46,51.66666666666666,Fail,51.666666666666664,66.33333333333334,math score,writing score,4,0,0,11.259935996009254,85.19005618118594,1,0,1,1.7961988763762813,0.5616397923354621
male,group D,some college,free/reduced,none,49,57,46,50.66666666666666,Fail,50.666666666666664,32.333333333333336,reading score,writing score,3,0,1,6.158739244662622,83.53263741555133,1,1,0,0.8293472516889733,0.6084819070541991
female,group C,some high school,standard,completed,44,51,55,50.0,Fail,50.0,31.0,writing score,math score,1,1,0,15.635276907103762,91.04692887598547,0,1,0,0.6790614224802907,0.6121843703038952
male,group D,some college,standard,none,67,64,70,67.0,Pass,67.0,9.0,writing score,reading score,3,0,0,7.523674771082474,82.92526961860031,1,1,0,0.8414946076279937,0.7221387774067627
male,group B,high school,standard,none,79,60,65,68.0,Pass,68.0,97.0,math score,reading score,2,0,0,4.616828140276711,82.84486856731225,0,0,0,1.843102628653755,0.6733611455610105
female,group B,bachelor's degree,standard,completed,66,74,81,73.66666666666667,Pass,73.66666666666667,56.33333333333333,writing score,math score,5,1,0,17.77240188767957,92.86367473889334,1,1,0,0.0,0.8156666666666665
female,group C,high school,standard,none,75,88,85,82.66666666666667,Pass,82.66666666666667,46.333333333333336,reading score,math score,2,0,0,6.341269491024046,81.56120162647584,1,0,2,3.8687759674704836,0.6632219447022119
male,group D,some high school,standard,none,84,84,80,82.66666666666667,Pass,82.66666666666667,5.333333333333334,math score,writing score,1,0,0,5.03256970852311,80.84993785357071,1,0,0,2.383001242928586,0.7459618927173551
male,group A,high school,standard,none,71,74,64,69.66666666666667,Pass,69.66666666666667,26.333333333333332,reading score,writing score,2,0,0,5.667894688992889,82.56485162442557,1,0,0,1.8487029675114885,0.6847159400856208
female,group B,high school,free/reduced,completed,67,80,81,76.0,Pass,76.0,61.0,writing score,math score,2,1,1,15.8818541798395,92.98502924032394,0,0,0,0.6402994151935212,0.7963429522308145
female,group D,some high school,standard,completed,80,92,88,86.66666666666667,Pass,86.66666666666667,37.333333333333336,reading score,math score,1,1,0,14.79974604794102,90.74067051475716,1,0,0,1.1851865897048568,0.8406658960244955
male,group E,some college,standard,none,86,76,74,78.66666666666667,Pass,78.66666666666667,41.33333333333333,math score,writing score,3,0,0,8.561263475337178,84.12292200241124,1,0,1,2.317541559951775,0.7216072170569915
female,group D,associate's degree,standard,none,76,74,73,74.33333333333333,Pass,74.33333333333333,2.3333333333333335,math score,writing score,4,0,0,6.262861221438263,85.32249104172716,1,0,0,0.7935501791654568,0.7761420441109368
male,group D,high school,standard,none,41,52,51,48.0,Fail,48.0,37.0,reading score,math score,2,0,0,6.833525806405868,81.44931479528353,0,1,0,1.3710137040943295,0.5596508733584833
female,group D,associate's degree,free/reduced,completed,74,88,90,84.0,Pass,84.0,76.0,writing score,math score,4,1,1,23.94443826601727,93.59733032079689,1,0,1,0.6280533935840623,0.853024909713751
female,group B,some high school,free/reduced,none,72,81,79,77.33333333333333,Pass,77.33333333333333,22.333333333333332,reading score,math score,1,0,1,2.6125453757580575,80.90967286929252,0,0,0,2.3818065426141497,0.7086950899557682
female,group E,high school,standard,completed,74,79,80,77.66666666666667,Pass,77.66666666666667,10.333333333333332,writing score,math score,2,1,0,11.79399700142046,92.95644133705312,0,0,1,1.6408711732589376,0.7522896945507547
male,group B,high school,standard,none,70,65,60,65.0,Pass,65.0,25.0,math score,writing score,2,0,0,2.847973434510732,81.3617838027578,1,1,0,1.372764323944844,0.6785533846927836
female,group B,bachelor's degree,standard,completed,65,81,81,75.66666666666667,Pass,75.66666666666667,85.33333333333334,reading score,math score,5,1,0,19.24055869539608,96.49578985552391,1,0,0,0.0,0.8296666666666666
female,group D,associate's degree,standard,none,59,70,65,64.66666666666667,Pass,64.66666666666667,30.333333333333332,reading score,math score,4,0,0,7.255203371400873,83.33677085669244,1,0,1,1.8332645828661511,0.6505756741502091
